title,genres,vote_average,adult,runtime
The Girl in Lovers Lane,"Drama, Romance, Crime",1.0,False,78.0
Teen-Age Strangler,"Horror, Thriller",5.0,False,61.0
The Wild World of Batwoman,"Adventure, Crime, Comedy, Science Fiction",1.8,False,70.0
Radar Secret Service,"Romance, Action, Adventure, Crime, Drama",2.0,False,59.0
12 to the Moon,Science Fiction,2.6,False,74.0
Girls Town,Drama,3.3,False,90.0
The Dead Talk Back,Horror,1.0,False,65.0
Colossus and the Headhunters,"Action, Adventure, Romance",1.5,False,81.0
Bloodlust!,"Drama, Horror, Adventure",4.0,False,68.0
Code Name: Diamond Head,"Crime, Drama",1.5,False,78.0
The Skydivers,Drama,1.0,False,75.0
The Sinister Urge,"Crime, Drama, Thriller",2.5,False,71.0
San Francisco International,Drama,1.0,False,96.0
Kitten with a Whip,Thriller,6.2,False,82.0
Racket Girls,Drama,1.0,False,70.0
High School Big Shot,"Crime, Drama",2.5,False,70.0
Night Train to Mundo Fine,"Thriller, Action, Adventure",1.4,False,89.0
Danger!! Death Ray,"Drama, Romance, Science Fiction",1.7,False,93.0
Santo vs. the Vampire Women,"Action, Foreign",3.2,False,89.0
Night of the Blood Beast,"Horror, Science Fiction",2.4,False,62.0
The Brute Man,"Drama, Horror",4.4,False,58.0
The Thing That Couldn't Die,Horror,7.5,False,69.0
Terror from the Year 5000,Science Fiction,5.3,False,66.0
The She-Creature,"Romance, Fantasy, Horror",4.1,False,77.0
I Was a Teenage Werewolf,"Drama, Fantasy, Horror, Science Fiction",5.2,False,76.0
Father Frost,"Family, Fantasy, Comedy, Romance",6.1,False,79.0
Riding with Death,"Science Fiction, TV Movie, Action, Thriller",2.4,False,97.0
Agent for H.A.R.M.,"Action, Adventure",1.2,False,84.0
Prince of Space,"Action, Science Fiction",1.9,False,121.0
The Horror of Party Beach,"Horror, Music",5.7,False,78.0
Invasion of the Neptune Men,,1.7,False,74.0
The Projected Man,"Horror, Science Fiction",3.0,False,77.0
Werewolf,Horror,2.3,False,99.0
The Touch of Satan,Horror,1.7,False,90.0
Gorgo,"Action, Science Fiction, Horror",5.0,False,78.0
The Final Sacrifice,"Horror, Adventure, Fantasy",2.8,False,78.0
Devilfish,"Action, Horror, Thriller",3.6,False,90.0
Quest of the Delta Knights,"Adventure, Fantasy, Action",1.4,False,97.0
Kill 'em All,Action,5.4,False,96.0
Soultaker,"Fantasy, Horror, Science Fiction",2.3,False,94.0
Merlin's Shop of Mystical Wonders,"Horror, Fantasy",2.1,False,92.0
Track of the Moon Beast,"Horror, Science Fiction",2.1,False,90.0
"Hamlet, Prince of Denmark","Fantasy, Drama",3.0,False,152.0
It's Hot In Paradise,Horror,2.6,False,89.0
Brides of Blood,"Horror, Science Fiction",4.0,False,97.0
Kill Switch,Science Fiction,5.1,False,91.0
The Bad Batch,"Thriller, Romance, Science Fiction",5.3,False,119.0
The Stopover,Drama,6.0,False,102.0
Maigrets Night at the Crossroads,"TV Movie, Crime, Mystery, Thriller",7.0,False,88.0
War for the Planet of the Apes,"Drama, Science Fiction, War",6.7,False,140.0
My Stepdaughter,Thriller,5.0,False,85.0
911 Nightmare,Thriller,2.5,False,86.0
Vampyres,"Horror, Thriller",4.6,False,87.0
Heroes Shed No Tears,"Action, Foreign",6.8,False,93.0
Chronically Metropolitan,"Drama, Comedy",5.8,False,90.0
Sophie and the Rising Sun,Drama,6.3,False,116.0
Silent Youth,Drama,3.8,False,73.0
Kidnap,"Drama, Thriller",6.0,False,95.0
Titanic: The Final Word with James Cameron,"Documentary, History",6.6,False,120.0
The Rain Children,"Animation, Adventure",7.6,False,90.0
Ustad Hotel,"Drama, Family",7.2,False,150.0
Underworld: Endless War,"Action, Animation, Horror",5.6,False,18.0
The Sword Stained with Royal Blood,"Action, Foreign",6.5,False,104.0
This Is Not What I Expected,"Comedy, Romance",6.5,False,106.0
Appetites,"Horror, Thriller",3.5,False,106.0
Alluda Majaka,,7.5,False,165.0
Mordkommission Berlin 1,Crime,6.5,False,123.0
Siberiade,"War, Drama, History",6.3,False,275.0
Rosa Chumbe,Drama,0.0,False,75.0
Never So Few,"Action, Drama, War",6.1,False,125.0
Compared To What: The Improbable Journey Of Barney Frank,Documentary,0.0,False,87.0
Neither Wolf Nor Dog,Drama,10.0,False,110.0
The Thoughts That Once We Had,Documentary,6.0,False,100.0
Cop or Hood,"Action, Comedy, Crime",6.4,False,107.0
How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),"Drama, Comedy",0.0,False,95.0
Apprentice,Drama,8.1,False,96.0
How to Talk to Girls at Parties,"Comedy, Music, Romance, Science Fiction",0.0,False,102.0
The Meyerowitz Stories,Comedy,5.4,False,110.0
War Machine,"Comedy, Drama, War",5.8,False,122.0
Anjelah Johnson: The Homecoming Show,Comedy,4.0,False,60.0
The Goodbye Kiss,"Drama, Thriller, Crime",6.6,False,107.0
The Paradise Suite,Drama,7.6,False,118.0
Bienvenido Paisano,,0.0,False,0.0
Aaaaaaaah!,"Comedy, Horror, Thriller",5.5,False,80.0
2 Alone in Paris,Comedy,5.1,False,94.0
La Tour Montparnasse Infernale,Comedy,6.6,False,92.0
Mohamed Dubois,Comedy,4.8,False,92.0
Halal Police d'Etat,Comedy,4.5,False,0.0
Hangar 10,"Thriller, Horror, Science Fiction",4.4,False,87.0
III,"Thriller, Drama, Horror",5.7,False,80.0
Amateurs in Space,Documentary,0.0,False,90.0
Beur sur la ville,Comedy,4.4,False,99.0
Tender Son: The Frankenstein Project,"Drama, Foreign",5.0,False,105.0
Becoming Bond,"Documentary, Comedy",7.1,False,91.0
Pretty as a Picture: The Art of David Lynch,Documentary,7.4,False,85.0
The Prisoner of Second Avenue,Comedy,6.0,False,98.0
The Clown Murders,"Drama, Mystery, Thriller",0.0,False,96.0
Vir Das: Abroad Understanding,Comedy,7.0,False,65.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Comedy,7.3,False,61.0
Lenny Cooke,Documentary,7.0,False,88.0
Express 'Moscow-Russia',Comedy,3.3,False,90.0
Best Worst Thing That Ever Could Have Happened...,Documentary,6.0,False,96.0
Red Sun,"Action, Western",6.9,False,112.0
El Crack,"Crime, Drama, Thriller",6.1,False,131.0
The Hunchback of Notre-Dame,"Animation, Family",2.0,False,52.0
Wakefield,Drama,6.3,False,106.0
Lana Del Rey: The Greatest Story Never Told,,0.0,False,34.0
Women,"Drama, Romance",5.0,False,106.0
In View,,0.0,False,93.0
The Wedding Plan,"Comedy, Romance",6.0,False,110.0
Red Nose Day Actually,"TV Movie, Comedy, Romance",7.7,False,15.0
Whitney: Can I Be Me,"Music, Documentary",6.1,False,105.0
Valerian and the City of a Thousand Planets,"Adventure, Science Fiction, Action",6.7,False,137.0
The Mad Scientist,"Action, Animation",7.3,False,10.0
The Underground World,,6.5,False,8.0
Lensman,"Animation, Action, Science Fiction",6.8,False,107.0
Classic Albums: The Who - Who's Next,"Music, Documentary",7.5,False,60.0
The Silver Screen: Color Me Lavender,"History, Documentary",0.0,False,84.0
El Super,Comedy,7.0,False,90.0
The Gracefield Incident,"Horror, Science Fiction, Action",4.7,False,95.0
Legend of the Galactic Heroes: Overture to a New War,"Animation, Science Fiction",7.2,False,90.0
Hammer,"Action, Drama",6.0,False,111.0
A2 Racer,Action,4.3,False,87.0
Long Strange Trip,"Music, Documentary",10.0,False,235.0
Shadow World,Documentary,8.3,False,94.0
Warning: This Drug May Kill You,"TV Movie, Documentary",7.0,False,60.0
Maksim Perepelitsa,Comedy,6.7,False,94.0
The Mars Generation,Documentary,7.5,False,97.0
The Northlander,"Adventure, Fantasy, Science Fiction",5.3,False,98.0
Requiem,"Action, Horror, Thriller",5.0,False,98.0
Magyar vándor,"Adventure, Comedy",5.6,False,110.0
Kincsem,"Romance, Adventure, Drama, History",5.3,False,121.0
The Man of Gold,"Romance, Drama, History",7.8,False,107.0
We Never Die!,,5.0,False,0.0
Willy The Sparrow,"Family, Animation",5.3,False,75.0
Slap-Jack,,7.8,False,0.0
The Toth Family,"Drama, War, Comedy",5.9,False,95.0
Abigél,Drama,6.5,False,0.0
Cat City,"Animation, Family",8.0,False,96.0
The Guy from Our Cemetery,"Thriller, Comedy, Mystery",5.4,False,84.0
Wow! A Talking Fish!,"Comedy, Animation, Fantasy, Family",8.7,False,8.0
"Abraxas, Guardian of the Universe","Adventure, Science Fiction, Action",4.0,False,90.0
Travels of an Ant,Animation,9.0,False,10.0
The Black Raven,Mystery,5.3,False,61.0
Sharpe's Rifles,"Action, Adventure, History, War",5.6,False,102.0
Picture of Light,Documentary,6.4,False,83.0
Chaos,"Mystery, Romance, Drama, Comedy, Fantasy",7.7,False,188.0
Lucky Bastard,"Thriller, Drama, Crime",3.8,False,94.0
What on Earth!,Animation,6.5,False,10.0
Life Risking Romance,"Romance, Thriller, Comedy",7.7,False,103.0
Afro Tanaka,Comedy,3.2,False,114.0
Liar Game: Reborn,Drama,5.8,False,131.0
The Who: Thirty Years of Maximum R&B,,0.0,False,155.0
Three Sisters,,2.0,False,165.0
Wedding in Galilee,"Drama, Romance",5.5,False,100.0
Jimi Hendrix: Electric Church,"Music, Documentary",7.2,False,89.0
Mali Blues,,0.0,False,90.0
Nice Places to Die,Documentary,0.0,False,
Black Rose,"Drama, Crime, Action",2.0,False,83.0
Living,,7.1,False,119.0
Loev,"Drama, Romance",5.4,False,90.0
The Pass,Drama,7.2,False,87.0
Texas Rising,"Drama, TV Movie, Western",5.6,False,270.0
Home of the Brave,Music,7.5,False,90.0
Radiant City,Documentary,7.0,False,93.0
Hasan Minhaj: Homecoming King,Comedy,8.1,False,72.0
Metalocalypse: The Doomstar Requiem,"Animation, Music, Comedy, Drama",7.7,False,60.0
Perhaps Love,"Drama, Music, Romance",7.0,False,108.0
Jeremiah Tower: The Last Magnificent,Documentary,0.0,False,120.0
Happy Burnout,Comedy,5.3,False,
Fedora,"Drama, Romance",6.1,False,114.0
Bloody Psycho,Horror,0.0,False,90.0
The Night Before the Exams,Comedy,6.3,False,100.0
Intimate Parts,"Drama, Romance",4.5,False,80.0
Till Night Do Us Part,Comedy,7.5,False,71.0
The Yellow Eyes of Crocodiles,Drama,6.1,False,118.0
The Black Hen,Drama,5.0,False,90.0
Among the Believers,Documentary,7.0,False,0.0
Behemoth,Documentary,8.5,False,86.0
Sex and Broadcasting,,8.0,False,78.0
The Dust Storm,"Romance, Drama, Music",6.0,False,96.0
The Last Day of Summer,"Drama, Romance",6.3,False,66.0
Sarah Silverman: A Speck of Dust,Comedy,7.7,False,71.0
Umbrella Coup,Comedy,6.5,False,95.0
The Model Solution,Drama,0.0,False,0.0
Yarn,"Animation, Documentary",0.0,False,76.0
Taekwondo,"Drama, Romance",7.8,False,105.0
The Boss's Daughter,"Comedy, Drama, Romance",5.4,False,98.0
Three heroes and the King of the Sea,,5.5,False,75.0
Vamps,"Horror, Action, Fantasy, Thriller",5.0,False,90.0
Gatekeeper,Documentary,0.0,False,39.0
Allen Iverson: The Answer,"Documentary, TV Movie",9.0,False,46.0
The Magic Roundabout,"Animation, Family",5.6,False,85.0
Negociador,Comedy,6.6,False,80.0
Breakdown Lane,"Drama, Horror, Thriller",4.0,False,76.0
Rock'n Roll,"Comedy, Music",5.4,False,123.0
Black Butterfly,Thriller,6.5,False,93.0
I Am Jane Doe,"Crime, Documentary",6.7,False,91.0
Поэма о крыльях,Drama,0.0,False,
Girls Nite Out,Horror,4.7,False,96.0
Held For Ransom,Crime,0.0,False,59.0
Mudhalvan,"Foreign, Thriller",6.3,False,169.0
Home Sweet Home,"Horror, Thriller",4.9,False,80.0
Nirvana,"Drama, Romance",4.7,False,93.0
Cannibal,"Drama, Horror, Thriller, Crime",6.4,False,89.0
Interceptors,"Action, Thriller, Science Fiction",4.2,False,97.0
Nemesis,"Science Fiction, Thriller",5.3,False,94.0
Superfantozzi,Comedy,6.3,False,92.0
Skinhead Attitude,"Documentary, Foreign",8.0,False,90.0
Boudu,Comedy,4.6,False,104.0
Recon 2020:  The Caprini Massacre,"Science Fiction, Action",1.0,False,92.0
Doctor Aybolit,"Animation, Comedy, Adventure",3.0,False,66.0
977,"Drama, Science Fiction",3.0,False,86.0
Hard-Hearted,"Crime, Drama",4.0,False,84.0
Intergirl,"Drama, Romance",5.7,False,151.0
Frost,"Horror, Science Fiction, Thriller",4.6,False,80.0
The Sannikov Land,"Fantasy, Adventure",6.9,False,90.0
Extraterrestrial,"Drama, Science Fiction",6.7,False,128.0
The Goddess,Drama,4.1,False,105.0
Gamer,"Action, Thriller, Science Fiction, Foreign",3.2,False,0.0
Junk,"Crime, Horror, Thriller",3.5,False,110.0
Star Command,"Drama, Science Fiction, Thriller",4.3,False,97.0
Hello Smile!,Comedy,6.7,False,90.0
Life for Two,Comedy,6.5,False,100.0
How to Keep the Red Lamp Burning,"Comedy, Drama",6.0,False,100.0
Deadly Species,Horror,3.2,False,90.0
The Worst of Faces of Death,"Horror, Documentary",0.0,False,60.0
Peek-a-boo,Comedy,4.5,False,95.0
The Twelve Chairs,Comedy,6.5,False,94.0
The Second Tragic Fantozzi,Comedy,7.5,False,110.0
Virgin Report,"Comedy, Drama, Horror",4.0,False,82.0
Interceptor Force 2,"Action, Science Fiction",0.0,False,90.0
They Are Among Us,"Horror, Science Fiction, Thriller, TV Movie",4.5,False,99.0
L'educazione sentimentale di Eugenie,,8.0,False,0.0
The Da Vinci Treasure,"Mystery, Action, Adventure",2.8,False,91.0
Spermula,"Science Fiction, Horror",5.5,False,103.0
The Fear of Speed,"Comedy, Action",2.0,False,90.0
Wild Flowers,"Drama, Action, Comedy",7.1,False,81.0
Assault of the Killer Bimbos,"Action, Comedy, Thriller",3.0,False,85.0
The Guyver: Bio-Booster Armor,"Science Fiction, Animation, Foreign, Action, Horror",6.2,False,360.0
Snuff 102,"Thriller, Horror",3.4,False,101.0
A Prince (almost) Charming,"Romance, Comedy",5.2,False,88.0
Shark Zone,"Action, Adventure, Drama, Horror, Thriller",2.5,False,87.0
Door on the Left as You Leave the Elevator,Comedy,6.9,False,83.0
The Fruit Is Ripe,"Comedy, Romance",5.7,False,95.0
The Naked Eye,,6.0,False,104.0
Schoolgirl Report Part 1: What Parents Don't Think Is Possible,Drama,4.6,False,90.0
Open Graves,"Horror, Thriller",4.6,False,88.0
Black Magic M-66,"Action, Animation, Science Fiction",7.0,False,47.0
Dr. Alien,"Comedy, Science Fiction",6.1,False,90.0
2012 Doomsday,"Adventure, Action, Fantasy, Horror, Science Fiction, Thriller",2.3,False,85.0
Combustion,Action,5.4,False,104.0
Adventures Of A Taxi Driver,Comedy,6.8,False,89.0
Fugitives,"Comedy, Crime",6.7,False,95.0
The Voyeur,"Drama, Romance",4.1,False,90.0
The Chronicles of Riddick: Dark Fury,"Action, Animation, Science Fiction, Thriller",5.9,False,34.0
She,"Action, Adventure, Fantasy",5.2,False,102.0
Manitou's Shoe,"Comedy, Western",6.7,False,87.0
Appleseed: Ex Machina,"Animation, Action, Thriller, Science Fiction",6.6,False,105.0
The Giant King,"Science Fiction, Animation, Fantasy, Comedy, Family",4.8,False,96.0
The Dark Side of The Moon,"Horror, Action, Thriller, Science Fiction",4.7,False,96.0
My Seawoman,Comedy,2.8,False,80.0
Seven Old Men and One Girl,Comedy,5.0,False,81.0
The Marriage of Balzaminov,Comedy,6.9,False,90.0
The Cutlass,"Adventure, Family",5.5,False,210.0
Take Care of the Women!,"Comedy, Romance, Music",5.0,False,120.0
Butterfly Kiss,"Action, Romance, Crime",2.8,False,96.0
The Life Of Buddha,"History, Documentary, Animation, Drama",5.3,False,92.0
Purgatory,War,4.5,False,120.0
Rammstein: Live aus Berlin,Music,9.0,False,80.0
Dumpling Brothers,"Comedy, Drama",7.0,False,130.0
The Bonus,"Drama, Foreign, TV Movie",3.7,False,85.0
Babnik,Comedy,1.0,False,74.0
Indigo,"Mystery, Thriller, Fantasy",3.7,False,90.0
The Cook,"Comedy, Romance",3.0,False,71.0
Valentin and Valentina,"Drama, Romance",4.3,False,93.0
Where Is Enohp Located?,Comedy,4.0,False,82.0
Zigzag of Success,Comedy,6.0,False,88.0
Be My Husband,"Comedy, Romance",4.5,False,87.0
The Mechanic Gavrilov's Beloved Woman,"Romance, Comedy",5.0,False,79.0
The Foundling,"Comedy, Drama",5.8,False,68.0
Tractor Drivers,"Romance, Drama, Comedy",4.0,False,88.0
The Stepmother,Drama,7.0,False,85.0
The Imaginary Voyage,"Comedy, Drama, Fantasy",6.5,False,80.0
White Dew,Comedy,6.4,False,89.0
The Invisible Man,"Drama, Science Fiction",5.0,False,89.0
Three Poplars on Plyuschikha Street,"Drama, Romance",7.6,False,79.0
Three Plus Two,"Comedy, Romance",7.4,False,100.0
The Tracker,Action,6.0,False,90.0
The Dancer,Drama,4.6,False,89.0
One Way,"Crime, Foreign, Mystery, Thriller",4.9,False,116.0
Succubus,"Horror, Foreign",6.4,False,84.0
"Och, Karol","Comedy, Romance",6.5,False,94.0
A Bell From Hell,"Foreign, Horror",6.6,False,106.0
Exit,"Thriller, Science Fiction, Crime",5.0,False,110.0
Courage,"Drama, Family",7.1,False,85.0
Heroes,"Drama, Adventure",7.6,False,0.0
Tomorrow I'll Wake Up and Scald Myself with Tea,"Comedy, Science Fiction, War",6.3,False,93.0
Soulless 2,Drama,4.4,False,0.0
Dumb: The Story of Big Brother Magazine,Documentary,6.0,False,79.0
Parsifal,"Drama, Music",8.3,False,255.0
Tropical Carmine,,6.0,False,80.0
After Love,"Drama, Comedy",5.9,False,98.0
Thunder Road,"Drama, Comedy",8.0,False,13.0
Manoman,"Drama, Animation",7.0,False,11.0
The Most Beautiful Thing,,4.5,False,11.0
The Glass Cell,"Drama, Crime",5.0,False,93.0
Anna Karenina,"Drama, Romance",5.3,False,139.0
The Promise,"Crime, Documentary",4.5,False,131.0
Sweet Virginia,,0.0,False,95.0
Mobile Homes,Drama,0.0,False,105.0
The Farthest,Documentary,8.3,False,120.0
Crossing the Last Line,"Action, Crime, Drama",5.3,False,107.0
The Old Man,"Action, Adventure, Drama",4.0,False,102.0
A Tale of Legendary Libido,"Comedy, Fantasy, Drama",6.2,False,120.0
A Stork's Journey,"Adventure, Animation",5.1,False,85.0
A Grande Família: O Filme,Comedy,5.5,False,105.0
Macbeth,Drama,6.9,False,160.0
Tiger Raid,Thriller,4.0,False,92.0
Hunter Will Get You,"Crime, Action, Thriller",6.4,False,110.0
Nobody Wanted to Die,Drama,5.8,False,107.0
Up in the World,Comedy,6.5,False,87.0
The Alive and the Dead,"War, Drama",5.0,False,201.0
Love Hotel,,5.0,False,88.0
You'll Never Be Alone,"Crime, Drama",7.6,False,81.0
Harold and Lillian: A Hollywood Love Story,Documentary,10.0,False,96.0
The Journey,Drama,7.4,False,94.0
McLaren,Documentary,8.0,False,94.0
Destiny,Drama,7.7,False,103.0
Kommunist,Drama,6.7,False,0.0
The Dancer,Drama,6.3,False,108.0
Grow Your Own,Comedy,6.2,False,97.0
The Battalion,"War, Action, Drama, History",5.9,False,120.0
All About the Money,"Comedy, Action, Adventure",6.7,False,0.0
30 Years to Life,"Science Fiction, Thriller",5.0,False,
Blood Freak,"Science Fiction, Horror",2.1,False,86.0
Little Vera,"Drama, Romance",6.4,False,128.0
The Rumyantsev Case,"Crime, Mystery, Drama",5.0,False,103.0
Tale of the Siberian Land,"Drama, Romance",0.0,False,114.0
Aniskin and Fantomas,"Comedy, Mystery",6.0,False,129.0
We Are Family,Comedy,6.2,False,99.0
Winter Cherries,"Comedy, Romance, Drama",4.0,False,91.0
Ехали в трамвае Ильф и Петров,Comedy,6.0,False,
The Blonde Around the Corner,"Comedy, Romance",6.0,False,83.0
Tiger Shark,"Drama, Romance",7.8,False,77.0
The Whiskered Nanny,"Family, Comedy",8.5,False,75.0
Lenin in October,"Drama, History",5.2,False,93.0
Love by Request,"Romance, Comedy",3.5,False,89.0
Приключения Домовёнка,Animation,9.0,False,
Carnival,"Comedy, Drama, Romance",8.3,False,151.0
"Don't call him ""Dimon""","Mystery, Documentary",7.5,False,0.0
WiNWiN,,0.0,False,84.0
Choice of Purpose,"Drama, History",0.0,False,158.0
Brain on Fire,Drama,8.0,False,95.0
The Cavern,"Adventure, War, Drama",0.0,False,94.0
Fanaa,"Action, Drama, Romance, Thriller",6.7,False,168.0
One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,Documentary,8.0,False,120.0
Lucid Dream,"Science Fiction, Thriller",6.8,False,101.0
Fish and Elephant,,4.8,False,106.0
Drone,Thriller,5.7,False,91.0
Dragonheart: Battle for the Heartfire,Adventure,5.7,False,98.0
The Straw Hat,Comedy,6.3,False,127.0
Wounded Game,Drama,6.8,False,93.0
The Longest Nite,"Action, Crime, Drama, Thriller",6.4,False,81.0
Tourist Trap,"Horror, Mystery, Thriller",6.3,False,90.0
Stasis,"Adventure, Science Fiction",4.0,False,84.0
Amor.com,Romance,6.8,False,92.0
Медведь,Comedy,0.0,False,
The Portuguese Nun,Drama,6.2,False,127.0
Sinbad il marinaio,Adventure,5.4,False,116.0
Growing Up Smith,"Comedy, Family, Drama",7.4,False,102.0
The Night Before Christmas,"Animation, Fantasy",0.0,False,49.0
That Thing Called Tadhana,Romance,6.5,False,110.0
All Souls' Day,Drama,0.0,False,93.0
Metamorphoses,"Fantasy, Animation",0.0,False,80.0
I'll Take You There,"Comedy, Romance, Drama",6.0,False,94.0
Gulliver's Travels,"Adventure, Family, Fantasy",6.9,False,186.0
AWOL,Drama,5.3,False,82.0
Angel,"Romance, Comedy, Drama",5.0,False,80.0
Shimmer Lake,"Thriller, Crime, Drama, Mystery",6.0,False,83.0
How to Lose Weight in 4 Easy Steps!,Drama,7.0,False,7.0
"How Far, How Near",Drama,5.0,False,95.0
Ded Moroz i seriy volk,,4.5,False,17.0
Black Night,Drama,7.7,False,90.0
The Mitten,Animation,7.0,False,10.0
The Sandman,"Comedy, Drama, Fantasy",5.8,False,88.0
The Dog in the Manger,Comedy,5.8,False,138.0
